articleId,arg1,arg2,sentence1,label
3345199,T14,T33,"The effect of the four mono- and bisquaternary ammonium compounds tetramethylammonium (TMA), hexamethonium, decamethonium and @@ suxamethonium @@ on the reactivatability of soman-inhibited, solubilized $$ AChE $$ from human erythrocytes was investigated in vitro.",0
3345199,T15,T33,"The effect of the four mono- and bisquaternary ammonium compounds tetramethylammonium (TMA), hexamethonium, decamethonium and suxamethonium on the reactivatability of @@ soman @@-inhibited, solubilized $$ AChE $$ from human erythrocytes was investigated in vitro.",4
3345199,T23,T27,"The reactivation experiments were performed in a four-step procedure (@@ soman @@-inhibition at 0 degree and pH 10, aging at 37 degrees and pH 7.3, reactivation by the oxime HI 6 at 37 degrees and pH 7.3 followed by $$ AChE $$ assay).",0
3345199,T1,T27,"The reactivation experiments were performed in a four-step procedure (soman-inhibition at 0 degree and pH 10, aging at 37 degrees and pH 7.3, reactivation by the @@ oxime @@ HI 6 at 37 degrees and pH 7.3 followed by $$ AChE $$ assay).",0
3345199,T7,T30,"If the effectors were added after 5 min of aging they increased the activity of @@ soman @@-inhibited $$ AChE $$, but to a considerably smaller extent than HI 6.",4
11278845,T10,T34,"In the current studies, we show that two different classes (@@ ATP @@-sensitive and -insensitive) of $$ TOP2 $$ poisons can be identified based on their differential sensitivity to the ATP-bound conformation of TOP2.",0
11278845,T10,T35,"In the current studies, we show that two different classes (@@ ATP @@-sensitive and -insensitive) of TOP2 poisons can be identified based on their differential sensitivity to the ATP-bound conformation of $$ TOP2 $$.",0
11278845,T11,T34,"In the current studies, we show that two different classes (ATP-sensitive and -insensitive) of $$ TOP2 $$ poisons can be identified based on their differential sensitivity to the @@ ATP @@-bound conformation of TOP2.",0
11278845,T11,T35,"In the current studies, we show that two different classes (ATP-sensitive and -insensitive) of TOP2 poisons can be identified based on their differential sensitivity to the @@ ATP @@-bound conformation of $$ TOP2 $$.",0
11278845,T12,T36,"First, in the presence of 1 mm @@ ATP @@ or the nonhydrolyzable analog adenosine 5'-(beta,gamma-imino)triphosphate, $$ TOP2 $$-mediated DNA cleavage induced by ATP-sensitive TOP2 poisons (e.g. doxorubicin, etoposide, mitoxantrone, and 4'-(9-acridinylamino)methanesulfon-m-anisidide) was 30-100-fold stimulated, whereas DNA cleavage induced by ATP-insensitive TOP2 poisons (e.g. amonafide, batracylin, and menadione) was only slightly (less than 3-fold) affected.",0
11278845,T12,T37,"First, in the presence of 1 mm @@ ATP @@ or the nonhydrolyzable analog adenosine 5'-(beta,gamma-imino)triphosphate, TOP2-mediated DNA cleavage induced by ATP-sensitive $$ TOP2 $$ poisons (e.g. doxorubicin, etoposide, mitoxantrone, and 4'-(9-acridinylamino)methanesulfon-m-anisidide) was 30-100-fold stimulated, whereas DNA cleavage induced by ATP-insensitive TOP2 poisons (e.g. amonafide, batracylin, and menadione) was only slightly (less than 3-fold) affected.",0
11278845,T12,T38,"First, in the presence of 1 mm @@ ATP @@ or the nonhydrolyzable analog adenosine 5'-(beta,gamma-imino)triphosphate, TOP2-mediated DNA cleavage induced by ATP-sensitive TOP2 poisons (e.g. doxorubicin, etoposide, mitoxantrone, and 4'-(9-acridinylamino)methanesulfon-m-anisidide) was 30-100-fold stimulated, whereas DNA cleavage induced by ATP-insensitive $$ TOP2 $$ poisons (e.g. amonafide, batracylin, and menadione) was only slightly (less than 3-fold) affected.",0
11278845,T13,T36,"First, in the presence of 1 mm ATP or the nonhydrolyzable analog @@ adenosine 5'-(beta,gamma-imino)triphosphate @@, $$ TOP2 $$-mediated DNA cleavage induced by ATP-sensitive TOP2 poisons (e.g. doxorubicin, etoposide, mitoxantrone, and 4'-(9-acridinylamino)methanesulfon-m-anisidide) was 30-100-fold stimulated, whereas DNA cleavage induced by ATP-insensitive TOP2 poisons (e.g. amonafide, batracylin, and menadione) was only slightly (less than 3-fold) affected.",0
11278845,T13,T37,"First, in the presence of 1 mm ATP or the nonhydrolyzable analog @@ adenosine 5'-(beta,gamma-imino)triphosphate @@, TOP2-mediated DNA cleavage induced by ATP-sensitive $$ TOP2 $$ poisons (e.g. doxorubicin, etoposide, mitoxantrone, and 4'-(9-acridinylamino)methanesulfon-m-anisidide) was 30-100-fold stimulated, whereas DNA cleavage induced by ATP-insensitive TOP2 poisons (e.g. amonafide, batracylin, and menadione) was only slightly (less than 3-fold) affected.",0
11278845,T13,T38,"First, in the presence of 1 mm ATP or the nonhydrolyzable analog @@ adenosine 5'-(beta,gamma-imino)triphosphate @@, TOP2-mediated DNA cleavage induced by ATP-sensitive TOP2 poisons (e.g. doxorubicin, etoposide, mitoxantrone, and 4'-(9-acridinylamino)methanesulfon-m-anisidide) was 30-100-fold stimulated, whereas DNA cleavage induced by ATP-insensitive $$ TOP2 $$ poisons (e.g. amonafide, batracylin, and menadione) was only slightly (less than 3-fold) affected.",0
11278845,T14,T36,"First, in the presence of 1 mm ATP or the nonhydrolyzable analog adenosine 5'-(beta,gamma-imino)triphosphate, $$ TOP2 $$-mediated DNA cleavage induced by @@ ATP @@-sensitive TOP2 poisons (e.g. doxorubicin, etoposide, mitoxantrone, and 4'-(9-acridinylamino)methanesulfon-m-anisidide) was 30-100-fold stimulated, whereas DNA cleavage induced by ATP-insensitive TOP2 poisons (e.g. amonafide, batracylin, and menadione) was only slightly (less than 3-fold) affected.",0
11278845,T14,T37,"First, in the presence of 1 mm ATP or the nonhydrolyzable analog adenosine 5'-(beta,gamma-imino)triphosphate, TOP2-mediated DNA cleavage induced by @@ ATP @@-sensitive $$ TOP2 $$ poisons (e.g. doxorubicin, etoposide, mitoxantrone, and 4'-(9-acridinylamino)methanesulfon-m-anisidide) was 30-100-fold stimulated, whereas DNA cleavage induced by ATP-insensitive TOP2 poisons (e.g. amonafide, batracylin, and menadione) was only slightly (less than 3-fold) affected.",0
11278845,T14,T38,"First, in the presence of 1 mm ATP or the nonhydrolyzable analog adenosine 5'-(beta,gamma-imino)triphosphate, TOP2-mediated DNA cleavage induced by @@ ATP @@-sensitive TOP2 poisons (e.g. doxorubicin, etoposide, mitoxantrone, and 4'-(9-acridinylamino)methanesulfon-m-anisidide) was 30-100-fold stimulated, whereas DNA cleavage induced by ATP-insensitive $$ TOP2 $$ poisons (e.g. amonafide, batracylin, and menadione) was only slightly (less than 3-fold) affected.",0
11278845,T15,T36,"First, in the presence of 1 mm ATP or the nonhydrolyzable analog adenosine 5'-(beta,gamma-imino)triphosphate, $$ TOP2 $$-mediated DNA cleavage induced by ATP-sensitive TOP2 poisons (e.g. @@ doxorubicin @@, etoposide, mitoxantrone, and 4'-(9-acridinylamino)methanesulfon-m-anisidide) was 30-100-fold stimulated, whereas DNA cleavage induced by ATP-insensitive TOP2 poisons (e.g. amonafide, batracylin, and menadione) was only slightly (less than 3-fold) affected.",4
11278845,T15,T37,"First, in the presence of 1 mm ATP or the nonhydrolyzable analog adenosine 5'-(beta,gamma-imino)triphosphate, TOP2-mediated DNA cleavage induced by ATP-sensitive $$ TOP2 $$ poisons (e.g. @@ doxorubicin @@, etoposide, mitoxantrone, and 4'-(9-acridinylamino)methanesulfon-m-anisidide) was 30-100-fold stimulated, whereas DNA cleavage induced by ATP-insensitive TOP2 poisons (e.g. amonafide, batracylin, and menadione) was only slightly (less than 3-fold) affected.",4
11278845,T15,T38,"First, in the presence of 1 mm ATP or the nonhydrolyzable analog adenosine 5'-(beta,gamma-imino)triphosphate, TOP2-mediated DNA cleavage induced by ATP-sensitive TOP2 poisons (e.g. @@ doxorubicin @@, etoposide, mitoxantrone, and 4'-(9-acridinylamino)methanesulfon-m-anisidide) was 30-100-fold stimulated, whereas DNA cleavage induced by ATP-insensitive $$ TOP2 $$ poisons (e.g. amonafide, batracylin, and menadione) was only slightly (less than 3-fold) affected.",0
11278845,T16,T36,"First, in the presence of 1 mm ATP or the nonhydrolyzable analog adenosine 5'-(beta,gamma-imino)triphosphate, $$ TOP2 $$-mediated DNA cleavage induced by ATP-sensitive TOP2 poisons (e.g. doxorubicin, @@ etoposide @@, mitoxantrone, and 4'-(9-acridinylamino)methanesulfon-m-anisidide) was 30-100-fold stimulated, whereas DNA cleavage induced by ATP-insensitive TOP2 poisons (e.g. amonafide, batracylin, and menadione) was only slightly (less than 3-fold) affected.",4
11278845,T16,T37,"First, in the presence of 1 mm ATP or the nonhydrolyzable analog adenosine 5'-(beta,gamma-imino)triphosphate, TOP2-mediated DNA cleavage induced by ATP-sensitive $$ TOP2 $$ poisons (e.g. doxorubicin, @@ etoposide @@, mitoxantrone, and 4'-(9-acridinylamino)methanesulfon-m-anisidide) was 30-100-fold stimulated, whereas DNA cleavage induced by ATP-insensitive TOP2 poisons (e.g. amonafide, batracylin, and menadione) was only slightly (less than 3-fold) affected.",4
11278845,T16,T38,"First, in the presence of 1 mm ATP or the nonhydrolyzable analog adenosine 5'-(beta,gamma-imino)triphosphate, TOP2-mediated DNA cleavage induced by ATP-sensitive TOP2 poisons (e.g. doxorubicin, @@ etoposide @@, mitoxantrone, and 4'-(9-acridinylamino)methanesulfon-m-anisidide) was 30-100-fold stimulated, whereas DNA cleavage induced by ATP-insensitive $$ TOP2 $$ poisons (e.g. amonafide, batracylin, and menadione) was only slightly (less than 3-fold) affected.",0
11278845,T17,T36,"First, in the presence of 1 mm ATP or the nonhydrolyzable analog adenosine 5'-(beta,gamma-imino)triphosphate, $$ TOP2 $$-mediated DNA cleavage induced by ATP-sensitive TOP2 poisons (e.g. doxorubicin, etoposide, @@ mitoxantrone @@, and 4'-(9-acridinylamino)methanesulfon-m-anisidide) was 30-100-fold stimulated, whereas DNA cleavage induced by ATP-insensitive TOP2 poisons (e.g. amonafide, batracylin, and menadione) was only slightly (less than 3-fold) affected.",4
11278845,T17,T37,"First, in the presence of 1 mm ATP or the nonhydrolyzable analog adenosine 5'-(beta,gamma-imino)triphosphate, TOP2-mediated DNA cleavage induced by ATP-sensitive $$ TOP2 $$ poisons (e.g. doxorubicin, etoposide, @@ mitoxantrone @@, and 4'-(9-acridinylamino)methanesulfon-m-anisidide) was 30-100-fold stimulated, whereas DNA cleavage induced by ATP-insensitive TOP2 poisons (e.g. amonafide, batracylin, and menadione) was only slightly (less than 3-fold) affected.",4
11278845,T17,T38,"First, in the presence of 1 mm ATP or the nonhydrolyzable analog adenosine 5'-(beta,gamma-imino)triphosphate, TOP2-mediated DNA cleavage induced by ATP-sensitive TOP2 poisons (e.g. doxorubicin, etoposide, @@ mitoxantrone @@, and 4'-(9-acridinylamino)methanesulfon-m-anisidide) was 30-100-fold stimulated, whereas DNA cleavage induced by ATP-insensitive $$ TOP2 $$ poisons (e.g. amonafide, batracylin, and menadione) was only slightly (less than 3-fold) affected.",0
11278845,T18,T36,"First, in the presence of 1 mm ATP or the nonhydrolyzable analog adenosine 5'-(beta,gamma-imino)triphosphate, $$ TOP2 $$-mediated DNA cleavage induced by ATP-sensitive TOP2 poisons (e.g. doxorubicin, etoposide, mitoxantrone, and @@ 4'-(9-acridinylamino)methanesulfon-m-anisidide @@) was 30-100-fold stimulated, whereas DNA cleavage induced by ATP-insensitive TOP2 poisons (e.g. amonafide, batracylin, and menadione) was only slightly (less than 3-fold) affected.",4
11278845,T18,T37,"First, in the presence of 1 mm ATP or the nonhydrolyzable analog adenosine 5'-(beta,gamma-imino)triphosphate, TOP2-mediated DNA cleavage induced by ATP-sensitive $$ TOP2 $$ poisons (e.g. doxorubicin, etoposide, mitoxantrone, and @@ 4'-(9-acridinylamino)methanesulfon-m-anisidide @@) was 30-100-fold stimulated, whereas DNA cleavage induced by ATP-insensitive TOP2 poisons (e.g. amonafide, batracylin, and menadione) was only slightly (less than 3-fold) affected.",4
11278845,T18,T38,"First, in the presence of 1 mm ATP or the nonhydrolyzable analog adenosine 5'-(beta,gamma-imino)triphosphate, TOP2-mediated DNA cleavage induced by ATP-sensitive TOP2 poisons (e.g. doxorubicin, etoposide, mitoxantrone, and @@ 4'-(9-acridinylamino)methanesulfon-m-anisidide @@) was 30-100-fold stimulated, whereas DNA cleavage induced by ATP-insensitive $$ TOP2 $$ poisons (e.g. amonafide, batracylin, and menadione) was only slightly (less than 3-fold) affected.",0
11278845,T19,T36,"First, in the presence of 1 mm ATP or the nonhydrolyzable analog adenosine 5'-(beta,gamma-imino)triphosphate, $$ TOP2 $$-mediated DNA cleavage induced by ATP-sensitive TOP2 poisons (e.g. doxorubicin, etoposide, mitoxantrone, and 4'-(9-acridinylamino)methanesulfon-m-anisidide) was 30-100-fold stimulated, whereas DNA cleavage induced by @@ ATP @@-insensitive TOP2 poisons (e.g. amonafide, batracylin, and menadione) was only slightly (less than 3-fold) affected.",0
11278845,T19,T37,"First, in the presence of 1 mm ATP or the nonhydrolyzable analog adenosine 5'-(beta,gamma-imino)triphosphate, TOP2-mediated DNA cleavage induced by ATP-sensitive $$ TOP2 $$ poisons (e.g. doxorubicin, etoposide, mitoxantrone, and 4'-(9-acridinylamino)methanesulfon-m-anisidide) was 30-100-fold stimulated, whereas DNA cleavage induced by @@ ATP @@-insensitive TOP2 poisons (e.g. amonafide, batracylin, and menadione) was only slightly (less than 3-fold) affected.",0
11278845,T19,T38,"First, in the presence of 1 mm ATP or the nonhydrolyzable analog adenosine 5'-(beta,gamma-imino)triphosphate, TOP2-mediated DNA cleavage induced by ATP-sensitive TOP2 poisons (e.g. doxorubicin, etoposide, mitoxantrone, and 4'-(9-acridinylamino)methanesulfon-m-anisidide) was 30-100-fold stimulated, whereas DNA cleavage induced by @@ ATP @@-insensitive $$ TOP2 $$ poisons (e.g. amonafide, batracylin, and menadione) was only slightly (less than 3-fold) affected.",0
11278845,T20,T36,"First, in the presence of 1 mm ATP or the nonhydrolyzable analog adenosine 5'-(beta,gamma-imino)triphosphate, $$ TOP2 $$-mediated DNA cleavage induced by ATP-sensitive TOP2 poisons (e.g. doxorubicin, etoposide, mitoxantrone, and 4'-(9-acridinylamino)methanesulfon-m-anisidide) was 30-100-fold stimulated, whereas DNA cleavage induced by ATP-insensitive TOP2 poisons (e.g. @@ amonafide @@, batracylin, and menadione) was only slightly (less than 3-fold) affected.",0
11278845,T20,T37,"First, in the presence of 1 mm ATP or the nonhydrolyzable analog adenosine 5'-(beta,gamma-imino)triphosphate, TOP2-mediated DNA cleavage induced by ATP-sensitive $$ TOP2 $$ poisons (e.g. doxorubicin, etoposide, mitoxantrone, and 4'-(9-acridinylamino)methanesulfon-m-anisidide) was 30-100-fold stimulated, whereas DNA cleavage induced by ATP-insensitive TOP2 poisons (e.g. @@ amonafide @@, batracylin, and menadione) was only slightly (less than 3-fold) affected.",0
11278845,T20,T38,"First, in the presence of 1 mm ATP or the nonhydrolyzable analog adenosine 5'-(beta,gamma-imino)triphosphate, TOP2-mediated DNA cleavage induced by ATP-sensitive TOP2 poisons (e.g. doxorubicin, etoposide, mitoxantrone, and 4'-(9-acridinylamino)methanesulfon-m-anisidide) was 30-100-fold stimulated, whereas DNA cleavage induced by ATP-insensitive $$ TOP2 $$ poisons (e.g. @@ amonafide @@, batracylin, and menadione) was only slightly (less than 3-fold) affected.",4
11278845,T21,T36,"First, in the presence of 1 mm ATP or the nonhydrolyzable analog adenosine 5'-(beta,gamma-imino)triphosphate, $$ TOP2 $$-mediated DNA cleavage induced by ATP-sensitive TOP2 poisons (e.g. doxorubicin, etoposide, mitoxantrone, and 4'-(9-acridinylamino)methanesulfon-m-anisidide) was 30-100-fold stimulated, whereas DNA cleavage induced by ATP-insensitive TOP2 poisons (e.g. amonafide, @@ batracylin @@, and menadione) was only slightly (less than 3-fold) affected.",0
11278845,T21,T37,"First, in the presence of 1 mm ATP or the nonhydrolyzable analog adenosine 5'-(beta,gamma-imino)triphosphate, TOP2-mediated DNA cleavage induced by ATP-sensitive $$ TOP2 $$ poisons (e.g. doxorubicin, etoposide, mitoxantrone, and 4'-(9-acridinylamino)methanesulfon-m-anisidide) was 30-100-fold stimulated, whereas DNA cleavage induced by ATP-insensitive TOP2 poisons (e.g. amonafide, @@ batracylin @@, and menadione) was only slightly (less than 3-fold) affected.",0
11278845,T21,T38,"First, in the presence of 1 mm ATP or the nonhydrolyzable analog adenosine 5'-(beta,gamma-imino)triphosphate, TOP2-mediated DNA cleavage induced by ATP-sensitive TOP2 poisons (e.g. doxorubicin, etoposide, mitoxantrone, and 4'-(9-acridinylamino)methanesulfon-m-anisidide) was 30-100-fold stimulated, whereas DNA cleavage induced by ATP-insensitive $$ TOP2 $$ poisons (e.g. amonafide, @@ batracylin @@, and menadione) was only slightly (less than 3-fold) affected.",4
11278845,T22,T36,"First, in the presence of 1 mm ATP or the nonhydrolyzable analog adenosine 5'-(beta,gamma-imino)triphosphate, $$ TOP2 $$-mediated DNA cleavage induced by ATP-sensitive TOP2 poisons (e.g. doxorubicin, etoposide, mitoxantrone, and 4'-(9-acridinylamino)methanesulfon-m-anisidide) was 30-100-fold stimulated, whereas DNA cleavage induced by ATP-insensitive TOP2 poisons (e.g. amonafide, batracylin, and @@ menadione @@) was only slightly (less than 3-fold) affected.",0
11278845,T22,T37,"First, in the presence of 1 mm ATP or the nonhydrolyzable analog adenosine 5'-(beta,gamma-imino)triphosphate, TOP2-mediated DNA cleavage induced by ATP-sensitive $$ TOP2 $$ poisons (e.g. doxorubicin, etoposide, mitoxantrone, and 4'-(9-acridinylamino)methanesulfon-m-anisidide) was 30-100-fold stimulated, whereas DNA cleavage induced by ATP-insensitive TOP2 poisons (e.g. amonafide, batracylin, and @@ menadione @@) was only slightly (less than 3-fold) affected.",0
11278845,T22,T38,"First, in the presence of 1 mm ATP or the nonhydrolyzable analog adenosine 5'-(beta,gamma-imino)triphosphate, TOP2-mediated DNA cleavage induced by ATP-sensitive TOP2 poisons (e.g. doxorubicin, etoposide, mitoxantrone, and 4'-(9-acridinylamino)methanesulfon-m-anisidide) was 30-100-fold stimulated, whereas DNA cleavage induced by ATP-insensitive $$ TOP2 $$ poisons (e.g. amonafide, batracylin, and @@ menadione @@) was only slightly (less than 3-fold) affected.",4
11278845,T23,T40,"In addition, @@ ADP @@ was shown to strongly antagonize $$ TOP2 $$-mediated DNA cleavage induced by ATP-sensitive but not ATP-insensitive TOP2 poisons.",0
11278845,T23,T41,"In addition, @@ ADP @@ was shown to strongly antagonize TOP2-mediated DNA cleavage induced by ATP-sensitive but not ATP-insensitive $$ TOP2 $$ poisons.",0
11278845,T24,T40,"In addition, ADP was shown to strongly antagonize $$ TOP2 $$-mediated DNA cleavage induced by @@ ATP @@-sensitive but not ATP-insensitive TOP2 poisons.",3
11278845,T24,T41,"In addition, ADP was shown to strongly antagonize TOP2-mediated DNA cleavage induced by @@ ATP @@-sensitive but not ATP-insensitive $$ TOP2 $$ poisons.",0
11278845,T25,T40,"In addition, ADP was shown to strongly antagonize $$ TOP2 $$-mediated DNA cleavage induced by ATP-sensitive but not @@ ATP @@-insensitive TOP2 poisons.",0
11278845,T25,T41,"In addition, ADP was shown to strongly antagonize TOP2-mediated DNA cleavage induced by ATP-sensitive but not @@ ATP @@-insensitive $$ TOP2 $$ poisons.",0
11278845,T1,T42,"Second, $$ C427A $$ mutant human TOP2alpha, which exhibits reduced ATPase activity, was shown to exhibit cross-resistance to all @@ ATP @@-sensitive but not ATP-insensitive TOP2 poisons.",0
11278845,T1,T43,"Second, C427A mutant $$ human TOP2alpha $$, which exhibits reduced ATPase activity, was shown to exhibit cross-resistance to all @@ ATP @@-sensitive but not ATP-insensitive TOP2 poisons.",0
11278845,T1,T44,"Second, C427A mutant human TOP2alpha, which exhibits reduced $$ ATPase $$ activity, was shown to exhibit cross-resistance to all @@ ATP @@-sensitive but not ATP-insensitive TOP2 poisons.",0
11278845,T1,T27,"Second, C427A mutant human TOP2alpha, which exhibits reduced ATPase activity, was shown to exhibit cross-resistance to all @@ ATP @@-sensitive but not ATP-insensitive $$ TOP2 $$ poisons.",0
11278845,T2,T42,"Second, $$ C427A $$ mutant human TOP2alpha, which exhibits reduced ATPase activity, was shown to exhibit cross-resistance to all ATP-sensitive but not @@ ATP @@-insensitive TOP2 poisons.",0
11278845,T2,T43,"Second, C427A mutant $$ human TOP2alpha $$, which exhibits reduced ATPase activity, was shown to exhibit cross-resistance to all ATP-sensitive but not @@ ATP @@-insensitive TOP2 poisons.",0
11278845,T2,T44,"Second, C427A mutant human TOP2alpha, which exhibits reduced $$ ATPase $$ activity, was shown to exhibit cross-resistance to all ATP-sensitive but not @@ ATP @@-insensitive TOP2 poisons.",4
11278845,T2,T27,"Second, C427A mutant human TOP2alpha, which exhibits reduced ATPase activity, was shown to exhibit cross-resistance to all ATP-sensitive but not @@ ATP @@-insensitive $$ TOP2 $$ poisons.",0
11278845,T3,T28,"Third, using @@ ciprofloxacin @@ competition assay, $$ TOP2 $$-mediated DNA cleavage induced by ATP-sensitive but not ATP-insensitive poisons was shown to be antagonized by ciprofloxacin.",0
11278845,T4,T28,"Third, using ciprofloxacin competition assay, $$ TOP2 $$-mediated DNA cleavage induced by @@ ATP @@-sensitive but not ATP-insensitive poisons was shown to be antagonized by ciprofloxacin.",0
11278845,T5,T28,"Third, using ciprofloxacin competition assay, $$ TOP2 $$-mediated DNA cleavage induced by ATP-sensitive but not @@ ATP @@-insensitive poisons was shown to be antagonized by ciprofloxacin.",0
11278845,T6,T28,"Third, using ciprofloxacin competition assay, $$ TOP2 $$-mediated DNA cleavage induced by ATP-sensitive but not ATP-insensitive poisons was shown to be antagonized by @@ ciprofloxacin @@.",0
11278845,T7,T29,These results suggest that @@ ATP @@-bound $$ TOP2 $$ may be the specific target of ATP-sensitive TOP2 poisons.,0
11278845,T7,T30,These results suggest that @@ ATP @@-bound TOP2 may be the specific target of ATP-sensitive $$ TOP2 $$ poisons.,0
11278845,T8,T29,These results suggest that ATP-bound $$ TOP2 $$ may be the specific target of @@ ATP @@-sensitive TOP2 poisons.,0
11278845,T8,T30,These results suggest that ATP-bound TOP2 may be the specific target of @@ ATP @@-sensitive $$ TOP2 $$ poisons.,0
11278845,T9,T31,"Using $$ Lac repressor-operator complexes $$ as roadblocks, we show that @@ ATP @@-bound TOP2 acts as a circular clamp capable of entering DNA ends and sliding on unobstructed duplex DNA.",0
11278845,T9,T32,"Using Lac repressor-operator complexes as roadblocks, we show that @@ ATP @@-bound $$ TOP2 $$ acts as a circular clamp capable of entering DNA ends and sliding on unobstructed duplex DNA.",0
23500772,T11,T25,Activation of $$ ALDH2 $$ with @@ ethanol @@ attenuates diabetes induced myocardial injury in rats.,3
23500772,T1,T18,"This study assessed changes in myocardial $$ ALDH2 $$ expression in the diabetic rat, in particular the diabetic rat pretreated with ALDH2 activator @@ ethanol @@ (EtOH).",0
23500772,T1,T15,"This study assessed changes in myocardial ALDH2 expression in the diabetic rat, in particular the diabetic rat pretreated with $$ ALDH2 $$ activator @@ ethanol @@ (EtOH).",3
23500772,T2,T18,"This study assessed changes in myocardial $$ ALDH2 $$ expression in the diabetic rat, in particular the diabetic rat pretreated with ALDH2 activator ethanol (@@ EtOH @@).",0
23500772,T2,T15,"This study assessed changes in myocardial ALDH2 expression in the diabetic rat, in particular the diabetic rat pretreated with $$ ALDH2 $$ activator ethanol (@@ EtOH @@).",3
23500772,T5,T16,"Compared with control group, fasting blood @@ glucose @@ (FBG) and $$ glycosylated hemoglobin $$ (HbA1c) levels were increased in DM groups.",0
23500772,T5,T17,"Compared with control group, fasting blood @@ glucose @@ (FBG) and glycosylated hemoglobin ($$ HbA1c $$) levels were increased in DM groups.",0
23500772,T6,T19,"$$ HbA1c $$ level in DM12W group was higher than in DM4W group, HbA1c level in @@ EtOH @@+DM8W group was lower than in DM8W group.",0
23500772,T6,T20,"HbA1c level in DM12W group was higher than in DM4W group, $$ HbA1c $$ level in @@ EtOH @@+DM8W group was lower than in DM8W group.",4
23500772,T8,T21,"In DM groups, $$ SOD $$ activity, ALDH2 mRNA and protein levels were reduced, @@ MDA @@ content was increased compared with control group; which decreased further as diabetes progressed.",0
23500772,T8,T22,"In DM groups, SOD activity, $$ ALDH2 $$ mRNA and protein levels were reduced, @@ MDA @@ content was increased compared with control group; which decreased further as diabetes progressed.",0
23500772,T9,T23,"Compared with DM8W group, $$ SOD $$ and ALDH2 in @@ EtOH @@+DM8W group was increased, MDA was decreased.",3
23500772,T9,T24,"Compared with DM8W group, SOD and $$ ALDH2 $$ in @@ EtOH @@+DM8W group was increased, MDA was decreased.",3
23500772,T10,T23,"Compared with DM8W group, $$ SOD $$ and ALDH2 in EtOH+DM8W group was increased, @@ MDA @@ was decreased.",0
23500772,T10,T24,"Compared with DM8W group, SOD and $$ ALDH2 $$ in EtOH+DM8W group was increased, @@ MDA @@ was decreased.",0
15078100,T15,T24,Kinetic mechanism of $$ quinone oxidoreductase 2 $$ and its inhibition by the antimalarial @@ quinolines @@.,4
15078100,T1,T20,"@@ Quinone @@ oxidoreductase 2 ($$ QR2 $$) purified from human red blood cells was recently shown to be a potential target of the quinoline antimalarial compounds [Graves et al., (2002) Mol.",0
15078100,T6,T16,"$$ Quinone oxidoreductase 2 $$ (QR2) purified from human red blood cells was recently shown to be a potential target of the @@ quinoline @@ antimalarial compounds [Graves et al., (2002) Mol.",0
15078100,T6,T20,"Quinone oxidoreductase 2 ($$ QR2 $$) purified from human red blood cells was recently shown to be a potential target of the @@ quinoline @@ antimalarial compounds [Graves et al., (2002) Mol.",0
15078100,T8,T19,$$ QR2 $$ catalyzes the two-electron reduction of @@ menadione @@ via the oxidation of N-alkylated or N-ribosylated nicotinamides.,9
15078100,T9,T19,$$ QR2 $$ catalyzes the two-electron reduction of menadione via the oxidation of @@ N-alkylated @@ or N-ribosylated nicotinamides.,9
15078100,T10,T19,$$ QR2 $$ catalyzes the two-electron reduction of menadione via the oxidation of N-alkylated or @@ N-ribosylated nicotinamides @@.,9
15078100,T11,T21,"To investigate the mechanism and consequences of inhibition of $$ QR2 $$ by the @@ quinolines @@ further, we have used steady-state and transient-state kinetics to define the mechanism of QR2.",4
15078100,T11,T22,"To investigate the mechanism and consequences of inhibition of QR2 by the @@ quinolines @@ further, we have used steady-state and transient-state kinetics to define the mechanism of $$ QR2 $$.",4
15078100,T7,T17,Our studies shed light on the possible in vivo potency of the @@ quinolines @@ and provide a foundation for future studies aimed at creating more potent $$ QR2 $$ inhibitors and at understanding the physiological significance of QR2.,4
15078100,T7,T18,Our studies shed light on the possible in vivo potency of the @@ quinolines @@ and provide a foundation for future studies aimed at creating more potent QR2 inhibitors and at understanding the physiological significance of $$ QR2 $$.,0
23531031,T12,T22,$$ HISTONE DEACETYLASE $$ INHIBITION AFFECTS @@ SODIUM IODIDE @@ SYMPORTER (NIS),0
23531031,T12,T24,HISTONE DEACETYLASE INHIBITION AFFECTS @@ SODIUM IODIDE @@ SYMPORTER ($$ NIS $$),0
23531031,T10,T18,"The resistance of anaplastic thyroid cancer to @@ radioiodine @@ treatment is principally due to the absence of expression of the $$ sodium iodide symporter $$ (NIS), mainly due to epigenetic silencing.",0
23531031,T10,T19,"The resistance of anaplastic thyroid cancer to @@ radioiodine @@ treatment is principally due to the absence of expression of the sodium iodide symporter ($$ NIS $$), mainly due to epigenetic silencing.",0
23531031,T11,T19,"The resistance of anaplastic thyroid cancer to radioiodine treatment is principally due to the absence of expression of the @@ sodium iodide @@ symporter ($$ NIS $$), mainly due to epigenetic silencing.",0
23531031,T1,T14,Methods: Stabilized anaplastic thyroid cancer cell lines (BHT-101 and CAL-62) and primary cultures from patients who underwent thyroidectomy for anaplastic thyroid cancer were treated with the $$ histone deacetylase $$ inhibitor @@ LBH589 @@.,4
23531031,T4,T17,"Results: Our results demonstrate that treatment with @@ LBH589 @@ leads to $$ NIS $$ RNA expression as shown by RT-PCR and luciferase assay, and to protein expression as determined by immunofluorescence in vitro and by immunohistochemistry in xenograft tumors.",3
